Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Bowersburgh,South Georgia and the South Sandwich Islands,19.83471,392.44168,-0.74442375,48.024403,33.66781,30.70517
New Jacquelinetown,Vietnam,12.703238,417.42758,-0.1554157,80.26461,59.352577,0.00366824
Nicholasmouth,Palestinian Territory,12.398079,408.5251,1.7702036,74.717636,92.6458,25.561344
Townsendbury,Turkmenistan,22.975733,403.7222,-0.0928281,62.989544,82.61936,19.20428
Harpermouth,Cocos (Keeling) Islands,16.542437,432.79083,-1.8760465,3.4614587,47.43059,33.973427
New Nicoleshire,Solomon Islands,16.749449,386.40536,-0.58389163,94.037834,36.470085,12.463964
Mcbridechester,Montserrat,15.285844,354.76157,-2.4124324,33.439896,30.755386,0.34832877
Vincentmouth,Norway,14.594316,418.17908,-2.300339,15.951695,30.250055,27.943262
Lake Diane,Pakistan,13.133362,400.4606,1.4843916,51.937325,18.692898,37.896473
New John,Malta,11.083437,455.98532,0.71198314,22.700172,86.04301,40.418606
Mikeview,Romania,11.141357,337.68997,0.28096196,25.626293,83.53716,15.400337
West Nancyborough,Nicaragua,10.760975,412.44815,-1.1528099,76.62916,84.09182,46.035954
Lake Ambermouth,El Salvador,18.29888,492.09128,-0.166711,33.62602,24.789423,0.94863504
Port Christopherhaven,Martinique,8.572611,461.317,1.7809176,13.401762,94.158,28.101418
Theresaberg,Costa Rica,14.611607,424.07367,-1.0877094,74.27282,49.755535,37.734093
Leonbury,Angola,11.398696,434.84738,-0.43376398,43.618973,2.2181478,23.96293
Robertborough,Papua New Guinea,7.5454493,460.53082,0.20224804,9.764592,80.57927,9.156541
Wendyport,Antigua and Barbuda,17.675556,298.3545,-1.5791273,14.520908,2.4846053,6.6722517
Charlesborough,Armenia,17.631466,424.72,0.3615277,92.37821,44.866364,45.249584
Davisbury,China,12.633615,432.6798,-0.5186958,13.463211,25.873354,20.251621
Murraybury,Haiti,6.3150916,451.97403,1.1052516,54.94007,1.8232441,35.362877
West Sarah,Niger,25.380508,399.70877,0.27075842,46.064064,0.03429338,49.14172
South Brooke,Algeria,16.375444,417.23825,-2.7455883,82.030014,43.079697,49.876053
New Edward,Seychelles,20.542362,419.84692,2.0977702,93.42273,0.74166775,40.82142
East Jessica,Honduras,9.396881,403.22165,0.24406245,91.66461,16.788214,20.514954
New Christopherfurt,Maldives,10.269027,402.21643,0.67882746,77.48922,32.723564,43.022003
Ronaldberg,Timor-Leste,15.49091,325.92645,-0.89365673,71.41699,94.75325,4.809664
Martinstad,Japan,13.697835,465.31534,-1.1497757,30.861948,26.357206,40.67412
Thompsonstad,Liechtenstein,12.741442,411.55023,1.0965749,68.97655,88.85895,9.351426
Brianfurt,Lao People's Democratic Republic,4.2597117,322.41467,1.5573323,89.253174,78.0402,14.105689
New Rickystad,Denmark,13.142899,373.17633,-0.089535795,76.6233,73.609985,6.5654635
New Ashleyside,Belgium,14.1776085,342.293,0.8575332,70.12427,42.339836,29.776278
Samanthaborough,Croatia,22.238466,363.50784,0.7940738,83.1824,50.75132,31.985563
Charlesborough,British Indian Ocean Territory (Chagos Archipelago),14.788343,417.27417,0.12059409,16.135334,62.47826,6.723492
Desireemouth,Tajikistan,4.981031,442.7926,0.91046906,43.352974,49.45152,48.04573
Lake Melanie,Vanuatu,16.760386,415.2677,-1.1236038,79.050674,29.100498,4.3363695
Gravesview,Peru,9.799418,395.84006,-0.5411793,35.858227,21.966742,29.42684
East Travisfurt,Puerto Rico,15.436254,430.46042,0.28446007,53.065636,71.05841,33.852283
Audreymouth,Puerto Rico,20.478148,456.90442,-1.9365416,64.34623,1.3581343,21.829943
Dylanbury,Netherlands Antilles,11.00171,474.0614,-0.9672728,57.811615,5.1681986,13.94216
Melissaland,Libyan Arab Jamahiriya,25.371195,505.83005,0.43913734,14.543895,25.34678,43.302994
Wrightville,Serbia,20.468777,446.20828,-1.3689737,33.117676,52.4397,19.449821
Robertport,Sri Lanka,24.955568,523.8398,1.6849555,16.409836,71.65021,15.817634
Dariusshire,Saint Martin,14.249802,297.70596,-1.716735,55.96775,4.2646213,7.122476
Fowlerport,Lithuania,12.398208,414.327,-0.6723391,71.550354,4.377292,20.597734
North Sheliaburgh,Montenegro,10.876838,455.71216,0.030016974,88.526276,69.05686,26.764715
Wilsonhaven,Norway,25.171179,363.22318,1.6387743,25.37949,94.952225,17.450191
North Edward,Christmas Island,13.028782,309.56976,1.8061695,16.702795,26.715038,43.728477
Bradleymouth,Cote d'Ivoire,13.464745,434.028,-0.2084371,35.827408,7.00722,31.460348
Jasonside,Haiti,13.305144,378.0572,-0.43864647,76.04649,54.929054,39.161533
North Timothy,Nepal,16.69911,423.14413,0.5494835,60.07226,33.227966,4.101434
North Katherine,Cuba,19.778622,372.11218,0.8255698,56.439564,87.47262,37.24223
Port Melissa,Falkland Islands (Malvinas),16.39539,440.40613,-0.30880404,38.353344,96.57211,1.937013
Lake Isaacport,Martinique,8.757,366.9017,0.679363,48.38532,87.76909,29.389753
West Jon,Denmark,25.349474,459.16138,-0.12617843,68.27718,69.12352,32.221123
Williamsville,Turks and Caicos Islands,14.203512,403.77463,-0.35430124,11.81399,92.41559,47.604378
Port Justin,Reunion,10.40787,370.9027,-1.6930138,38.198483,11.764354,14.859536
Jesseview,France,16.414473,428.14526,-1.0212895,27.443214,46.819767,42.46858
Lake Susanmouth,Tokelau,24.416862,414.49295,-0.9198299,74.14843,49.436157,42.691227
West Anthonymouth,Cape Verde,16.34511,373.79538,-0.93572825,94.02039,32.399456,7.1342325
Lake Lisaport,Nigeria,10.130919,472.92462,-0.6510157,12.858947,56.133152,13.469891
North Michael,Qatar,17.628046,400.67487,-0.2777937,13.392683,19.20262,42.797203
Sarachester,Reunion,13.167721,367.8429,-0.054225586,49.675274,4.3488297,35.020664
Lake Stacey,Turkey,15.147741,425.11258,0.008275239,72.41533,20.199106,26.05056
Pittmanville,Angola,13.488736,449.30588,-0.18147367,41.78776,2.064602,38.618874
Matthewside,Saint Vincent and the Grenadines,12.0711565,317.10678,-0.16421396,13.393755,91.520584,20.895464
West Danny,Sudan,18.586382,443.30588,0.04906399,48.11113,73.820404,16.153755
Brooksville,Faroe Islands,8.465046,268.65265,0.08381353,60.63866,92.818924,17.663275
East Rebecca,Belgium,15.143189,369.61313,0.45104986,91.72838,38.952744,13.026321
Lake Thomasport,Guam,9.017335,411.8742,0.2732304,35.875305,17.411606,14.43075
North Tara,Lao People's Democratic Republic,12.041087,470.39386,-0.027499964,61.291595,5.999306,32.46102
Nicoleview,Malaysia,17.311543,344.06714,0.37360135,84.99299,10.451815,41.55779
Lake Ericstad,Croatia,10.259097,433.30954,0.26009718,12.976681,75.68452,42.869595
Chenstad,Tonga,25.228544,345.94098,-0.005543987,13.967616,27.414907,36.17145
Lake Carl,Ireland,19.572876,349.62753,-0.14101404,26.444967,37.540936,25.52267
South Steven,Cocos (Keeling) Islands,15.762211,434.37503,1.1479203,28.519827,33.21947,20.180897
Jacksonville,Tonga,10.834897,458.15405,1.2457283,25.793507,45.164196,1.1318246
Carlsonmouth,United States of America,14.685297,384.6425,-1.0213003,25.041662,81.97884,19.405642
Lake Derekhaven,South Georgia and the South Sandwich Islands,20.834274,390.62347,-0.61678666,65.95268,60.618195,23.404417
West Sarah,Timor-Leste,11.108317,373.2886,-1.0073134,66.27132,29.338005,6.7220216
East Nathanside,Togo,20.695541,424.32397,0.088958345,92.91824,60.615154,9.415613
Carlsonborough,Liechtenstein,13.031085,345.75064,1.6977211,68.24371,75.633064,19.154112
West Toddton,Benin,10.404196,337.22943,-1.0707581,67.376526,37.637657,46.944405
New Brianberg,Saint Vincent and the Grenadines,18.86859,451.8314,-0.3368853,71.91943,50.12813,39.760086
West Paulborough,Netherlands Antilles,10.588103,325.5706,-1.2163881,40.95402,76.46006,21.988262
Port Eugene,Kiribati,12.961456,428.89365,-0.13922308,21.161543,5.7970405,6.178696
Christopherland,Monaco,15.239648,381.51382,-1.6676408,50.567097,16.665121,38.656876
Port Autumn,Estonia,12.915677,381.496,-0.002575619,91.98212,50.210777,15.283473
South Sydney,Marshall Islands,16.490528,405.30075,1.1138623,90.67627,46.71669,22.78645
Moniquefort,France,15.695767,302.47766,0.32107773,58.365635,34.169243,6.6864944
Gonzalezshire,Central African Republic,18.465755,252.56636,2.0518944,47.45296,32.808205,18.61653
West Matthew,Lebanon,13.307082,313.8438,-1.20955,73.08126,33.067875,15.2960415
New Danielle,Pakistan,11.963451,329.09012,-1.2140602,7.217535,60.5545,27.01186
Robertfurt,Pakistan,17.526127,374.89145,1.3724577,90.05756,50.752934,32.50222
Shepherdland,Costa Rica,1.248209,392.85214,-1.8557086,93.474846,37.357662,18.207567
Autumnton,United Kingdom,13.395459,385.08298,1.4273329,25.54739,86.62337,46.19777
Thompsonshire,Netherlands Antilles,15.442304,450.40173,0.0727361,5.094774,0.018997628,15.416875
New Richard,Central African Republic,18.753254,339.59927,0.18865529,99.56614,46.900185,6.8363423
Port Barryland,Guyana,8.159716,422.18027,0.6761724,85.96952,1.4649075,38.96877
Obrienland,Dominican Republic,16.762516,476.71533,0.029166283,94.47673,86.00153,38.432858
Batesport,Lesotho,11.152167,415.18015,0.24106598,43.11949,47.398342,44.610855
Briannafurt,France,18.342754,392.99182,0.44983134,1.1726897,27.61438,0.7502629
Lake Bianca,Suriname,15.323678,412.07626,0.8181013,52.219326,77.703064,34.306076
Debbiefort,Finland,19.441998,412.3904,-1.6313714,8.3341675,54.002094,44.505924
Ashleymouth,Christmas Island,18.414528,291.90936,-1.1851506,78.23847,94.38684,18.651731
South Monica,French Polynesia,14.226522,511.54733,-1.4121977,10.873105,84.617294,33.272827
West John,Canada,12.2168045,416.4731,-0.079444334,58.49957,35.444733,34.661846
Gabrielmouth,Bulgaria,8.806584,320.95337,-1.3844181,72.04145,53.23855,38.09937
Stephenview,Australia,26.494766,429.56207,0.2645161,60.30994,72.350845,26.541178
West Tina,Bahrain,21.749945,333.92108,0.4017165,11.550386,20.91637,6.344459
Rebeccahaven,Paraguay,22.624924,413.74207,0.3497,35.09358,51.50183,3.649572
New Austin,Papua New Guinea,10.740867,321.9949,0.47935823,41.461792,66.0712,32.56158
Lake Justin,Palau,22.969894,492.74228,-0.4260015,18.18253,83.96897,31.012966
West Lukestad,Cayman Islands,15.47041,411.10202,0.9735355,16.671484,99.9503,23.227057
Murillomouth,Kuwait,10.385132,353.43796,-1.874163,39.225914,21.583729,31.944723
New Teresa,Israel,5.8875256,414.40643,0.8858749,18.586779,96.15067,48.156563
South Ambermouth,Tanzania,16.601126,390.84784,-1.9505934,24.259144,89.66457,40.055573
New Claudia,Lebanon,10.71299,449.79037,-0.6122353,43.390053,41.944134,45.263622
Robinsonshire,Netherlands,13.354096,335.68152,-1.0988379,88.31545,11.994929,35.116825
Steventon,Ireland,19.604435,454.21802,0.6563228,58.6012,42.84779,17.263624
Port Jill,Antigua and Barbuda,15.880136,379.80154,1.0690535,43.44722,91.92874,7.72782
Port Alexandra,Sierra Leone,15.917537,410.50208,1.7095529,43.167816,31.413755,3.5388968
Orrberg,Liberia,11.993436,451.4519,-1.4025174,75.90005,35.02633,23.293285
Lake Debra,Switzerland,20.146673,425.5945,-0.93126893,25.87616,16.430645,37.536686
New Ashleyview,Myanmar,20.474783,399.95657,-0.009707495,89.895096,91.73387,3.802708
East Erikamouth,El Salvador,20.603222,363.2098,0.011072602,14.435749,22.04498,27.693575
West Leslieborough,Lesotho,17.965332,455.802,-1.3264128,51.27229,63.31949,25.512108
Jasonfurt,Montenegro,11.294479,403.98926,0.02111677,17.889505,64.07577,48.32899
Michellefurt,Cote d'Ivoire,14.356624,519.6737,-0.22529551,68.75617,27.697811,45.987537
Juliaville,Spain,15.857748,374.94635,-0.2462079,41.040188,86.41771,21.410652
Josephville,Azerbaijan,11.511124,429.2311,1.2008028,37.456608,84.48099,19.427965
South James,Bosnia and Herzegovina,18.30926,393.60245,-0.35451418,58.72391,48.434826,25.887941
Justinborough,Philippines,5.040168,372.03098,-0.29657596,43.702843,49.6895,45.990467
New Josephstad,Gambia,13.250666,441.2375,-0.4181369,13.858905,49.758358,48.639347
New Douglas,Tonga,11.901271,442.27393,-0.22348048,57.99781,15.232348,3.2101643
Lake Williamborough,Myanmar,11.783705,480.86508,1.4494835,37.531086,34.292538,14.169539
Schmidtfort,Macao,10.24286,424.1653,0.28833988,6.7576528,73.35852,25.29975
Kennethville,North Macedonia,11.713293,385.0632,-0.8096687,84.717834,49.18353,31.811646
Andersonstad,South Georgia and the South Sandwich Islands,12.010432,438.357,-1.7685913,90.21922,93.09868,22.37921
Millermouth,United States Minor Outlying Islands,18.187092,460.6775,0.06341699,93.62086,32.341038,41.272255
West Melissaburgh,Palau,12.256935,366.43228,-0.07111559,75.44348,13.861528,0.51023984
Lopezberg,Romania,8.866916,484.366,0.06993421,51.786938,51.83921,23.277359
Port Jessica,Madagascar,10.596785,353.10767,0.1817594,75.89647,35.345066,16.329626
Williamsstad,Sudan,19.163246,432.22748,0.95954186,6.848198,58.06119,39.997032
Davisport,Saint Martin,10.430759,333.86954,-0.000674082,95.53445,75.94065,1.2638595
South Luisside,New Zealand,23.860588,416.84875,1.254436,51.191093,93.01566,27.166801
North Shawn,Malta,13.452907,382.20142,-0.7448383,98.16842,5.8634825,36.291718
Jonesbury,Rwanda,18.469131,440.36215,-0.9851497,32.472897,55.613132,31.85598
East Kevinview,Kyrgyz Republic,23.616968,389.7263,-1.3792292,67.43703,54.57367,33.54754
North Kaylaport,Nepal,16.324965,394.38123,1.2202444,32.351803,92.58012,19.731527
West David,Solomon Islands,18.374308,376.74585,-0.06545851,50.117203,45.404747,35.937244
Port Pennybury,French Southern Territories,24.120968,371.08514,1.3720474,11.8653145,80.561714,22.475807
Moralesstad,Palestinian Territory,12.047634,365.31714,1.1480209,91.204636,56.80267,25.3585
Phillipsberg,Tanzania,13.941553,384.9403,1.5688121,6.592878,7.0851426,40.963135
West Scottfort,Slovenia,21.027843,411.75882,-0.8430986,7.985717,92.56904,31.063904
North Sarah,Montenegro,18.57693,403.53802,-0.4695681,99.475334,82.97571,17.238213
West Robertton,Cambodia,8.910008,423.01474,0.012593581,61.778957,56.267323,32.37198
Lake Jasonfort,Chad,5.7667084,303.33743,0.6382125,94.20026,51.285454,33.61927
Lake Jessica,Seychelles,14.432083,374.60648,-0.70549583,52.21792,37.56957,37.409855
Moorebury,Belarus,16.468182,362.81906,0.8189575,48.170532,10.363378,7.0739083
Crosbyburgh,Croatia,23.28013,389.9202,1.4280814,82.48514,65.135925,30.246902
East Daniel,Kuwait,26.715641,419.59943,-0.17799787,25.21504,21.606295,43.324905
South Garrettside,Papua New Guinea,16.95864,468.94025,2.2137656,59.549305,13.194001,49.946518
North Christian,Poland,10.912471,355.2952,-0.37915874,89.08402,70.71428,4.2806163
Thompsonfort,United States of America,16.440321,427.63956,-2.7782211,89.14433,58.526886,17.00412
Rayberg,Mexico,15.124358,320.4967,0.46260294,68.93074,46.855682,46.88905
Ericburgh,Tajikistan,18.164299,435.9214,-0.106915005,37.875328,95.0525,14.558662
Davisfurt,Angola,17.181925,434.61313,0.7057965,55.83525,17.966463,30.906506
Barnettshire,Mayotte,14.266523,346.7417,-1.4855002,53.319214,86.58682,32.62827
East Claire,Netherlands Antilles,18.062672,408.96985,1.1259784,95.74134,55.569447,0.17477842
Jameshaven,Hungary,3.4215758,373.09567,-1.020789,59.604496,68.67527,48.918804
West Jacob,Tajikistan,12.715969,414.98053,1.5633433,66.29268,64.453255,3.6603515
Cruzchester,Australia,18.485228,416.8218,0.6475445,45.427383,40.67038,45.073055
Johnstonfurt,Vanuatu,14.851353,305.81946,0.42491782,99.28297,93.36238,47.599125
Shepherdview,Macao,22.294386,443.81558,-0.47139725,24.385845,37.0005,20.628107
Chavezchester,French Southern Territories,17.160177,338.2095,-0.38721496,93.22147,24.773542,46.5626
West Kyleton,Panama,14.727858,393.29117,1.2391974,14.310113,12.704395,40.92838
Stokesmouth,Marshall Islands,20.21937,419.9279,-2.6244593,74.38472,85.681984,18.329767
North Chad,China,17.914413,472.10098,1.9697491,22.344355,11.671611,33.478
West Joanneton,Belgium,7.199807,458.92737,-0.9583128,18.999739,21.69281,15.532283
Lake Heatherland,Turks and Caicos Islands,16.174803,313.41605,0.02768684,63.302498,6.5749197,22.317955
Steelefort,Lao People's Democratic Republic,20.164171,370.81668,2.1714299,85.114136,76.46207,18.518421
West Joel,Paraguay,5.8950057,332.5672,-0.7518255,17.145157,74.35357,30.92286
Krauseburgh,Bahamas,14.696762,388.63132,-0.564708,31.90011,91.69031,49.94789
Davidshire,Ghana,16.773945,464.74792,1.4689343,10.703139,11.101772,4.503698
Brandonberg,Sudan,15.473916,408.97998,-0.3670133,73.83584,86.13957,17.819092
Williamport,British Indian Ocean Territory (Chagos Archipelago),15.309047,379.67358,1.4564995,74.36863,48.043438,1.5060049
North Kylechester,Nigeria,13.901874,382.64648,0.6121782,56.475143,44.709095,2.9017158
Richardview,Lebanon,25.429806,419.20215,1.6433575,91.31727,50.820686,2.1200607
North Kathleenfort,Belgium,8.3722725,440.74066,-0.8385094,12.029467,88.46966,1.9570332
Williamstad,Indonesia,18.666866,417.99475,-1.0645914,73.41987,91.56758,36.59879
Burkechester,Singapore,9.771158,367.21094,1.9824966,55.464756,9.2906475,5.2005386
New John,Ireland,12.823968,385.88428,1.2005786,7.565711,53.13772,44.569077
Port Jacquelineborough,Belarus,9.293229,352.04147,0.5389431,67.90522,40.60699,29.42311
East Williamfurt,Bulgaria,8.1759615,375.03128,-0.2692131,83.18592,78.14921,18.515154
Samanthafurt,Israel,13.662228,355.2647,0.8577316,80.61836,98.64157,42.612362
Ramirezmouth,French Southern Territories,11.101534,367.92007,-0.7881975,74.40813,59.921974,7.470056
Paulamouth,Bangladesh,7.352208,418.79837,0.5353061,18.411974,83.3285,3.7795546
Stephenland,Barbados,17.209019,382.7604,-0.067086466,43.60004,26.11069,37.678417
West Michael,Honduras,12.921338,418.70618,1.2967768,58.834255,50.93111,32.219734
Baileytown,Monaco,5.1982417,412.80673,-0.34206903,83.828285,83.19445,12.737367
Lake Laurenville,Saudi Arabia,19.619802,521.09875,0.7156637,5.707058,50.83273,5.2634335
Lake Maryshire,Mongolia,11.321849,484.22443,-0.13227808,9.047276,25.584595,46.205524
Lake Kristin,Zambia,12.884377,264.78036,-0.34195,57.88902,3.6761427,43.572956
Daleside,British Virgin Islands,1.4840018,374.63388,-0.30719656,26.954378,55.18383,27.078812
East Donald,China,25.067766,493.2146,0.52613246,71.72122,77.81012,19.640974
Christinemouth,Mauritius,14.282788,406.3436,-0.54031944,56.368427,59.52207,20.583675
Weisston,Zimbabwe,17.690752,391.0977,0.24136077,7.3027744,46.634125,30.698053
Thomasview,Equatorial Guinea,15.253633,424.17853,0.37397623,82.12768,31.149925,41.25125
Calderonmouth,Andorra,10.557702,409.68234,1.0645751,57.434624,51.54266,1.4351707
Claytonton,Saint Helena,17.241568,366.58383,2.4842143,11.024989,76.721756,47.475533
Jasmineberg,Turkmenistan,14.769004,417.94504,-0.9071172,85.87819,90.12033,24.66121
South Timothy,Vietnam,13.946193,446.90073,0.65009755,50.192894,59.57241,28.338306
Michaelview,Italy,8.831808,352.07056,0.29172045,66.44877,59.679996,15.856948
West Juliaside,Cook Islands,14.764233,388.41898,1.1356727,15.899771,11.267311,34.868027
New Joseph,Norway,14.048255,377.1688,0.18515214,29.811857,9.862293,26.267233
Owensmouth,Lithuania,13.676874,374.60123,-1.2815447,33.40512,49.09438,10.720429
Port Danielleland,Guatemala,19.18846,378.37192,2.033852,79.55635,14.184763,0.058346547
New Michael,Congo,21.055681,427.06042,-0.48893276,98.480385,31.123457,36.67439
Thomaschester,Brazil,15.125639,386.12326,-0.5193372,56.18948,32.573315,40.056915
North Jeffrey,United States Virgin Islands,19.918943,516.7952,-2.8808718,20.420525,21.809256,40.658867
Davidton,Georgia,10.191939,405.6376,-1.3135637,82.94463,96.39491,2.613101
Michellemouth,Senegal,2.2444587,448.3347,-0.8580022,78.462326,32.173233,16.209581
